"SaleDate"%"ItemDetails"%"BrandTier"%"SellerRating"%"DaysListed"%"ShippingMethod"%"DiscountApplied"%"FinalPrice"
"2023//06//28"%"Dress_VeryGood"%"Low"%4,26%15%"Economy"%"No"%"80.67 USD"
"2023//05//07"%"Dress_Good"%"Low"%4,2%8%"Standard"%"No"%"98.02 USD"
"2023//10//12"%"Jacket_Good"%"Mid"%4,4%10%"Standard"%"No"%"114.94 USD"
"2023//03//24"%"Jacket_VeryGood"%"Mid"%4,61%8%"Standard"%"No"%"126.89 USD"
"2023//08//15"%"Shoes_VeryGood"%"Mid"%4,33%6%"Express"%"Yes"%"105.17 USD"
"2023//06//14"%"Shoes_Good"%"Low"%4,95%8%"Economy"%"No"%"83.33 USD"
"2023//09//28"%"Jacket_Fair"%"Mid"%4,8%29%"Economy"%"No"%"123.03 USD"
"2023//01//09"%"Dress_VeryGood"%"Mid"%4,81%31%"Standard"%"No"%"119.12 USD"
"2023//04//13"%"Shoes_VeryGood"%"Mid"%3,9%6%"Standard"%"No"%"147.66 USD"
"2023//04//03"%"Shoes_VeryGood"%"Low"%4,81%11%"Standard"%"No"%"116.87 USD"
"2023//01//06"%"Dress_New"%"Mid"%4,23%22%"Express"%"Yes"%"108.19 USD"
"2023//05//09"%"Shoes_New"%"Low"%4,3%7%"Economy"%"Yes"%"120.61 USD"
"2023//10//09"%"Dress_Fair"%"Mid"%4,66%15%"Economy"%"Yes"%"37.05 USD"
"2023//02//12"%"Jacket_Good"%"Mid"%4,82%27%"Economy"%"No"%"116.16 USD"
"2023//01//14"%"Shoes_VeryGood"%"Low"%3,89%6%"Express"%"Yes"%"106.11 USD"
"2023//12//16"%"Accessories_Good"%"Mid"%4,68%9%"Standard"%"No"%"64.55 USD"
"2023//06//20"%"Shoes_VeryGood"%"Low"%4,73%14%"Economy"%"Yes"%"79.93 USD"
"2023//06//16"%"Jacket_VeryGood"%"Mid"%4,27%20%"Standard"%"No"%"106.05 USD"
"2023//06//18"%"Jacket_New"%"Low"%4,37%14%"Economy"%"No"%"146.73 USD"
"2023//04//28"%"Dress_New"%"Low"%3,96%35%"Economy"%"No"%"92.31 USD"
"2023//03//20"%"Jacket_Good"%"Low"%4,49%22%"Standard"%"Yes"%"72.54 USD"
"2023//02//04"%"Dress_Good"%"Low"%3,38%9%"Standard"%"No"%"77.51 USD"
"2023//07//01"%"Jacket_Fair"%"Mid"%4,22%5%"Express"%"No"%"114.39 USD"
"2023//02//05"%"Jacket_Good"%"Mid"%4,16%6%"Economy"%"No"%"120.44 USD"
"2023//05//22"%"Shoes_Good"%"Low"%4,98%5%"Standard"%"No"%"79.34 USD"
"2023//06//08"%"Dress_New"%"Premium"%4,35%5%"Standard"%"No"%"164.17 USD"
"2023//03//17"%"Shoes_Good"%"Mid"%4,96%7%"Economy"%"No"%"95.87 USD"
"2023//12//06"%"Jacket_Good"%"Low"%4%19%"Express"%"Yes"%"85.07 USD"
"2023//03//04"%"Dress_Good"%"Mid"%4,79%14%"Standard"%"Yes"%"58.4 USD"
"2023//04//06"%"Jacket_New"%"Premium"%4,42%8%"Economy"%"No"%"233.17 USD"
"2023//08//22"%"Jacket_Good"%"Mid"%4,77%9%"Economy"%"No"%"89.99 USD"
"2023//05//20"%"Dress_Good"%"Low"%4,47%6%"Economy"%"No"%"70.92 USD"
"2023//03//25"%"Accessories_Good"%"Mid"%4,44%10%"Express"%"Yes"%"53.34 USD"
"2023//06//22"%"Shoes_Good"%"Mid"%4,31%14%"Economy"%"No"%"94.81 USD"
"2023//01//08"%"Shoes_VeryGood"%"Low"%3,93%8%"Standard"%"Yes"%"77.3 USD"
"2023//01//28"%"Shoes_Good"%"Premium"%4,59%9%"Economy"%"No"%"125.64 USD"
"2023//11//20"%"Jacket_Good"%"Low"%3,94%4%"Economy"%"No"%"113.47 USD"
"2023//07//17"%"Jacket_New"%"Mid"%4,66%23%"Standard"%"Yes"%"134.34 USD"
"2023//01//16"%"Jacket_New"%"Premium"%4,11%17%"Standard"%"Yes"%"234.47 USD"
"2023//04//28"%"Shoes_VeryGood"%"Low"%4,91%27%"Economy"%"No"%"88.86 USD"
"2023//08//31"%"Jacket_VeryGood"%"Mid"%4,13%15%"Economy"%"No"%"147.56 USD"
"2023//03//21"%"Accessories_VeryGood"%"Premium"%4,81%9%"Economy"%"No"%"58.53 USD"
"2023//09//08"%"Dress_Fair"%"Low"%4,79%10%"Economy"%"No"%"99.3 USD"
"2023//07//14"%"Dress_VeryGood"%"Low"%3,79%26%"Standard"%"No"%"85.98 USD"
"2023//09//30"%"Dress_Fair"%"Mid"%3,42%15%"Express"%"Yes"%"83.63 USD"
"2023//03//06"%"Shoes_VeryGood"%"Mid"%4,26%8%"Standard"%"No"%"122.08 USD"
"2023//02//08"%"Shoes_Fair"%"Low"%3,97%11%"Economy"%"No"%"96.94 USD"
"2023//01//21"%"Jacket_New"%"Premium"%4,54%8%"Standard"%"No"%"217.63 USD"
"2023//11//10"%"Shoes_VeryGood"%"Low"%5%3%"Standard"%"Yes"%"115.71 USD"
"2023//12//03"%"Dress_Fair"%"Low"%4,33%13%"Standard"%"No"%"58.14 USD"
"2023//02//19"%"Jacket_VeryGood"%"Premium"%4,25%11%"Express"%"No"%"197.17 USD"
"2023//07//01"%"Dress_VeryGood"%"Low"%5%8%"Economy"%"No"%"94.37 USD"
"2023//05//04"%"Shoes_VeryGood"%"Low"%4,8%16%"Express"%"No"%"105.67 USD"
"2023//03//31"%"Shoes_Good"%"Low"%4,69%5%"Economy"%"No"%"116.42 USD"
"2023//12//17"%"Dress_VeryGood"%"Mid"%4,1%6%"Standard"%"No"%"107.02 USD"
"2023//12//07"%"Jacket_Good"%"Mid"%4,1%13%"Economy"%"No"%"105.59 USD"
"2023//03//10"%"Jacket_Good"%"Low"%3,84%6%"Standard"%"No"%"72.99 USD"
"2023//05//14"%"Dress_Good"%"Mid"%5%17%"Express"%"No"%"99.64 USD"
"2023//08//31"%"Dress_VeryGood"%"Premium"%4,45%18%"Standard"%"Yes"%"152.9 USD"
"2023//02//13"%"Dress_Good"%"Mid"%4,5%9%"Standard"%"Yes"%"93.53 USD"
"2023//03//24"%"Dress_VeryGood"%"Low"%4,47%15%"Economy"%"No"%"112.22 USD"
"2023//09//27"%"Shoes_Good"%"Low"%4,34%6%"Economy"%"Yes"%"70.08 USD"
"2023//09//16"%"Dress_Good"%"Low"%4,47%28%"Economy"%"Yes"%"36.22 USD"
"2023//01//17"%"Shoes_Good"%"Low"%4,46%12%"Express"%"Yes"%"89.66 USD"
"2023//04//29"%"Jacket_Fair"%"Mid"%4,02%4%"Express"%"No"%"81.97 USD"
"2023//05//19"%"Dress_Good"%"Low"%4,81%11%"Economy"%"No"%"59.22 USD"
"2023//10//30"%"Dress_Good"%"Mid"%4,34%17%"Standard"%"Yes"%"74.96 USD"
"2023//04//23"%"Shoes_VeryGood"%"Low"%4,49%6%"Economy"%"Yes"%"69.46 USD"
"2023//03//03"%"Dress_New"%"Low"%4,48%10%"Standard"%"No"%"119.94 USD"
"2023//09//05"%"Shoes_Fair"%"Low"%5%5%"Express"%"No"%"65.23 USD"
"2023//07//12"%"Jacket_VeryGood"%"Low"%4,59%9%"Express"%"Yes"%"115.9 USD"
"2023//09//25"%"Jacket_New"%"Low"%4,41%20%"Express"%"No"%"146.75 USD"
"2023//08//26"%"Accessories_New"%"Mid"%3,83%34%"Standard"%"No"%"26.03 USD"
"2023//05//23"%"Accessories_Good"%"Mid"%4,99%6%"Standard"%"Yes"%"55.3 USD"
"2023//12//03"%"Jacket_New"%"Low"%4,3%5%"Standard"%"No"%"126.43 USD"
"2023//01//07"%"Dress_New"%"Low"%4,25%22%"Express"%"Yes"%"67.8 USD"
"2023//01//28"%"Jacket_New"%"Mid"%4,34%4%"Standard"%"Yes"%"122.89 USD"
"2023//12//11"%"Shoes_Fair"%"Low"%3,93%11%"Economy"%"Yes"%"49.8 USD"
"2023//05//16"%"Jacket_Good"%"Mid"%4,51%8%"Standard"%"No"%"143.88 USD"
"2023//10//25"%"Jacket_New"%"Low"%4,12%5%"Standard"%"No"%"132.54 USD"
"2023//09//24"%"Dress_VeryGood"%"Low"%4,34%28%"Standard"%"Yes"%"66.5 USD"
"2023//02//19"%"Dress_New"%"Premium"%4,4%18%"Express"%"No"%"116.15 USD"
"2023//05//04"%"Jacket_VeryGood"%"Low"%4,39%7%"Economy"%"Yes"%"94.54 USD"
"2023//08//10"%"Dress_VeryGood"%"Low"%3,63%12%"Standard"%"Yes"%"84.39 USD"
"2023//03//09"%"Shoes_Good"%"Low"%4,59%12%"Standard"%"No"%"116.53 USD"
"2023//12//20"%"Shoes_Good"%"Low"%4,21%3%"Standard"%"No"%"117.27 USD"
"2023//01//25"%"Shoes_Good"%"Low"%4,23%29%"Economy"%"No"%"88.45 USD"
"2023//11//24"%"Shoes_VeryGood"%"Low"%4,77%14%"Standard"%"No"%"77.55 USD"
"2023//03//29"%"Shoes_Good"%"Mid"%4,06%10%"Express"%"No"%"111.94 USD"
"2023//07//18"%"Dress_Good"%"Mid"%5%15%"Express"%"Yes"%"63.3 USD"
"2023//02//02"%"Dress_VeryGood"%"Mid"%4,55%14%"Economy"%"Yes"%"96.04 USD"
"2023//02//04"%"Shoes_VeryGood"%"Low"%5%5%"Express"%"Yes"%"106.43 USD"
"2023//01//08"%"Jacket_Good"%"Premium"%4,4%21%"Standard"%"Yes"%"115.71 USD"
"2023//03//08"%"Shoes_Fair"%"Low"%5%8%"Economy"%"No"%"69.09 USD"
"2023//03//27"%"Jacket_Good"%"Low"%4%41%"Economy"%"Yes"%"83.67 USD"
"2023//01//31"%"Accessories_VeryGood"%"Premium"%4,72%15%"Economy"%"No"%"64.63 USD"
"2023//11//07"%"Dress_Good"%"Premium"%4,77%8%"Standard"%"No"%"109.65 USD"
"2023//07//25"%"Accessories_VeryGood"%"Low"%5%7%"Standard"%"No"%"73.11 USD"
"2023//08//19"%"Dress_New"%"Low"%3,99%23%"Standard"%"Yes"%"87.98 USD"
"2023//02//21"%"Shoes_Fair"%"Low"%5%5%"Economy"%"No"%"45.48 USD"
"2023//11//04"%"Jacket_Fair"%"Mid"%4,16%17%"Economy"%"No"%"76.95 USD"
"2023//01//04"%"Jacket_Good"%"Premium"%4,1%7%"Standard"%"Yes"%"145.29 USD"
"2023//03//05"%"Dress_Good"%"Mid"%3,73%10%"Standard"%"No"%"80.56 USD"
"2023//10//20"%"Dress_New"%"Mid"%4,28%19%"Economy"%"Yes"%"101.77 USD"
"2023//09//27"%"Shoes_Good"%"Mid"%4,29%10%"Standard"%"Yes"%"127.11 USD"
"2023//04//30"%"Dress_Good"%"Low"%4,41%11%"Economy"%"No"%"53.76 USD"
"2023//03//06"%"Jacket_VeryGood"%"Mid"%4,86%12%"Economy"%"No"%"138.08 USD"
"2023//02//04"%"Accessories_Good"%"Low"%4,12%9%"Economy"%"No"%"27.86 USD"
"2023//12//15"%"Accessories_VeryGood"%"Mid"%4,56%8%"Standard"%"No"%"46.57 USD"
"2023//05//29"%"Dress_VeryGood"%"Low"%4,94%9%"Express"%"No"%"110.19 USD"
"2023//08//04"%"Jacket_Fair"%"Premium"%4,84%9%"Standard"%"No"%"106.48 USD"
"2023//05//26"%"Jacket_Fair"%"Mid"%4,59%7%"Standard"%"No"%"99.53 USD"
"2023//02//06"%"Shoes_VeryGood"%"Low"%4,31%13%"Express"%"No"%"131.39 USD"
"2023//09//21"%"Accessories_Fair"%"Low"%4,38%5%"Standard"%"No"%"54.77 USD"
"2023//10//12"%"Jacket_VeryGood"%"Premium"%4,28%7%"Express"%"No"%"175.27 USD"
"2023//12//25"%"Accessories_VeryGood"%"Low"%3,7%7%"Standard"%"Yes"%"28.8 USD"
"2023//07//13"%"Shoes_Fair"%"Low"%4,83%25%"Economy"%"No"%"73.13 USD"
"2023//10//20"%"Dress_VeryGood"%"Mid"%4,05%3%"Standard"%"No"%"121.65 USD"
"2023//05//22"%"Dress_Good"%"Premium"%5%17%"Standard"%"Yes"%"132.63 USD"
"2023//03//17"%"Shoes_Fair"%"Mid"%4,41%16%"Standard"%"No"%"88.27 USD"
"2023//01//04"%"Jacket_VeryGood"%"Low"%3,62%7%"Economy"%"No"%"103.24 USD"
"2023//09//21"%"Jacket_VeryGood"%"Mid"%4,01%2%"Express"%"No"%"127.89 USD"
"2023//06//06"%"Jacket_Good"%"Mid"%4,2%13%"Express"%"No"%"104.3 USD"
"2023//02//17"%"Shoes_VeryGood"%"Mid"%3,86%18%"Express"%"No"%"123.35 USD"
"2023//11//12"%"Dress_Fair"%"Low"%4,38%9%"Standard"%"No"%"65.22 USD"
"2023//08//06"%"Jacket_Good"%"Mid"%4,35%52%"Economy"%"No"%"77.03 USD"
"2023//09//25"%"Jacket_VeryGood"%"Low"%3,56%16%"Standard"%"Yes"%"50.86 USD"
"2023//12//19"%"Dress_VeryGood"%"Premium"%4,76%12%"Standard"%"No"%"166.05 USD"
"2023//06//01"%"Dress_Good"%"Premium"%4,89%17%"Economy"%"Yes"%"113.93 USD"
"2023//03//15"%"Jacket_Good"%"Mid"%4,1%6%"Economy"%"No"%"91.03 USD"
"2023//03//29"%"Jacket_Fair"%"Premium"%3,97%10%"Standard"%"No"%"114.44 USD"
"2023//08//15"%"Jacket_New"%"Mid"%4,52%22%"Standard"%"No"%"137.85 USD"
"2023//09//12"%"Jacket_Good"%"Mid"%4,29%6%"Standard"%"No"%"126.74 USD"
"2023//01//19"%"Jacket_VeryGood"%"Low"%4,56%5%"Express"%"No"%"110.83 USD"
"2023//08//17"%"Dress_VeryGood"%"Mid"%3,25%9%"Express"%"No"%"121.71 USD"
"2023//04//19"%"Shoes_VeryGood"%"Low"%4,58%22%"Economy"%"Yes"%"96.76 USD"
"2023//01//28"%"Dress_Good"%"Low"%4,87%15%"Express"%"No"%"94.65 USD"
"2023//01//07"%"Jacket_Fair"%"Mid"%4,32%5%"Economy"%"Yes"%"75.49 USD"
"2023//03//02"%"Jacket_Good"%"Mid"%4,95%9%"Economy"%"Yes"%"103.56 USD"
"2023//12//28"%"Jacket_New"%"Mid"%4,88%15%"Standard"%"Yes"%"140.25 USD"
"2023//02//22"%"Dress_VeryGood"%"Mid"%4,41%13%"Economy"%"No"%"105.59 USD"
"2023//09//01"%"Jacket_VeryGood"%"Low"%4,64%16%"Standard"%"No"%"92.49 USD"
"2023//11//01"%"Dress_VeryGood"%"Premium"%3,89%7%"Economy"%"Yes"%"111.76 USD"
"2023//11//02"%"Dress_New"%"Mid"%4,51%4%"Economy"%"Yes"%"131.97 USD"
"2023//07//02"%"Shoes_VeryGood"%"Mid"%4,03%33%"Standard"%"No"%"108.99 USD"
"2023//06//10"%"Shoes_Good"%"Low"%4,65%22%"Economy"%"Yes"%"47.78 USD"
"2023//10//03"%"Accessories_Good"%"Premium"%3,67%10%"Standard"%"Yes"%"58.69 USD"
"2023//09//14"%"Dress_VeryGood"%"Premium"%3,99%16%"Express"%"No"%"150.41 USD"
"2023//03//13"%"Jacket_Good"%"Low"%4,77%8%"Express"%"No"%"128.47 USD"
"2023//09//29"%"Jacket_VeryGood"%"Low"%4,24%12%"Standard"%"Yes"%"111.61 USD"
"2023//01//19"%"Dress_VeryGood"%"Low"%4,73%15%"Standard"%"No"%"90.5 USD"
"2023//11//14"%"Shoes_New"%"Mid"%4,21%9%"Standard"%"No"%"182.56 USD"
"2023//01//26"%"Dress_Fair"%"Low"%4,87%4%"Standard"%"No"%"99.28 USD"
"2023//05//13"%"Dress_VeryGood"%"Mid"%4,97%4%"Economy"%"No"%"106.22 USD"
"2023//02//20"%"Dress_Fair"%"Low"%3,65%13%"Economy"%"No"%"48.38 USD"
"2023//12//04"%"Accessories_New"%"Mid"%5%8%"Economy"%"No"%"49.13 USD"
"2023//06//11"%"Jacket_Fair"%"Low"%4,37%4%"Economy"%"No"%"61.25 USD"
"2023//05//26"%"Dress_VeryGood"%"Mid"%4,32%8%"Economy"%"No"%"108.83 USD"
"2023//10//14"%"Accessories_VeryGood"%"Low"%4,54%8%"Standard"%"No"%"27.25 USD"
"2023//02//12"%"Shoes_VeryGood"%"Low"%3,8%14%"Economy"%"No"%"110.62 USD"
"2023//01//03"%"Dress_Good"%"Low"%4,31%7%"Standard"%"No"%"83.32 USD"
"2023//08//09"%"Dress_Good"%"Low"%3,7%9%"Express"%"No"%"73.87 USD"
"2023//11//05"%"Jacket_Good"%"Low"%5%10%"Standard"%"No"%"101.72 USD"
"2023//05//08"%"Shoes_Good"%"Mid"%4,79%17%"Economy"%"Yes"%"106.73 USD"
"2023//10//05"%"Shoes_Good"%"Premium"%4,39%6%"Economy"%"Yes"%"141.65 USD"
"2023//07//30"%"Dress_VeryGood"%"Mid"%4,06%12%"Express"%"Yes"%"105.03 USD"
"2023//09//11"%"Dress_VeryGood"%"Mid"%4,49%9%"Standard"%"No"%"123.11 USD"
"2023//10//08"%"Jacket_Good"%"Mid"%4,85%21%"Economy"%"No"%"123.51 USD"
"2023//06//17"%"Dress_VeryGood"%"Mid"%4,76%24%"Economy"%"No"%"78.48 USD"
"2023//11//03"%"Dress_VeryGood"%"Low"%4,63%4%"Economy"%"No"%"114.9 USD"
"2023//07//04"%"Dress_Good"%"Low"%4,32%12%"Standard"%"No"%"72.16 USD"
"2023//09//30"%"Dress_Fair"%"Mid"%4,08%12%"Standard"%"Yes"%"38.93 USD"
"2023//11//03"%"Jacket_Good"%"Premium"%3,78%6%"Economy"%"Yes"%"153.14 USD"
"2023//01//07"%"Accessories_VeryGood"%"Low"%4,45%11%"Standard"%"No"%"30.91 USD"
"2023//04//30"%"Accessories_Good"%"Low"%4,87%20%"Standard"%"No"%"53.62 USD"
"2023//09//13"%"Shoes_VeryGood"%"Mid"%4,15%9%"Standard"%"No"%"119.08 USD"
"2023//03//31"%"Dress_Fair"%"Low"%4,6%23%"Economy"%"No"%"53.79 USD"
"2023//12//01"%"Dress_VeryGood"%"Mid"%3,98%7%"Economy"%"No"%"57.8 USD"
"2023//11//03"%"Jacket_Good"%"Low"%5%5%"Standard"%"No"%"111.78 USD"
"2023//11//29"%"Dress_Good"%"Mid"%4,93%7%"Standard"%"No"%"90.77 USD"
"2023//07//29"%"Dress_Fair"%"Mid"%4,69%8%"Economy"%"No"%"60.01 USD"
"2023//03//31"%"Shoes_VeryGood"%"Low"%5%6%"Standard"%"No"%"68.43 USD"
"2023//07//06"%"Shoes_Good"%"Mid"%4,66%8%"Economy"%"No"%"172.72 USD"
"2023//07//12"%"Jacket_VeryGood"%"Low"%4,29%20%"Standard"%"No"%"100.09 USD"
"2023//07//21"%"Dress_VeryGood"%"Premium"%4,32%14%"Standard"%"No"%"104.3 USD"
"2023//02//21"%"Dress_Fair"%"Mid"%3,65%33%"Standard"%"No"%"59.58 USD"
"2023//10//17"%"Dress_Good"%"Low"%4,35%29%"Economy"%"No"%"87.5 USD"
"2023//02//10"%"Dress_VeryGood"%"Low"%4,43%7%"Economy"%"Yes"%"38.34 USD"
"2023//12//25"%"Jacket_Good"%"Low"%4,89%6%"Standard"%"Yes"%"85.35 USD"
"2023//06//02"%"Accessories_Good"%"Mid"%4,5%16%"Standard"%"No"%"62.24 USD"
"2023//06//03"%"Jacket_VeryGood"%"Premium"%4,44%9%"Standard"%"No"%"161.09 USD"
"2023//06//04"%"Shoes_Fair"%"Low"%4,3%23%"Express"%"Yes"%"52.53 USD"
"2023//05//02"%"Dress_New"%"Low"%4,84%8%"Economy"%"No"%"96.13 USD"
"2023//02//18"%"Shoes_Good"%"Low"%3,85%26%"Standard"%"No"%"85.36 USD"
"2023//01//09"%"Jacket_VeryGood"%"Low"%4,03%6%"Economy"%"Yes"%"68.74 USD"
"2023//02//22"%"Shoes_Good"%"Low"%3,56%31%"Economy"%"No"%"47.54 USD"
"2023//08//08"%"Dress_New"%"Mid"%4,1%10%"Economy"%"No"%"125.57 USD"
"2023//06//07"%"Shoes_Good"%"Low"%4,86%7%"Standard"%"Yes"%"92.61 USD"
"2023//02//01"%"Shoes_New"%"Mid"%4,52%8%"Express"%"Yes"%"145.59 USD"
"2023//07//08"%"Accessories_New"%"Low"%4,05%20%"Standard"%"No"%"62.88 USD"
"2023//02//06"%"Jacket_Good"%"Mid"%3,69%16%"Economy"%"No"%"85.03 USD"
"2023//05//23"%"Dress_VeryGood"%"Mid"%4,27%2%"Standard"%"Yes"%"122.41 USD"
"2023//09//02"%"Accessories_VeryGood"%"Mid"%4,16%8%"Standard"%"No"%"13.19 USD"
"2023//03//13"%"Shoes_Fair"%"Low"%4,58%11%"Economy"%"No"%"79.87 USD"
"2023//07//02"%"Shoes_New"%"Mid"%4,85%5%"Economy"%"No"%"129.74 USD"
"2023//08//01"%"Accessories_VeryGood"%"Mid"%4,95%20%"Standard"%"No"%"82.22 USD"
"2023//03//18"%"Accessories_Good"%"Low"%4%7%"Express"%"No"%"49.46 USD"
"2023//07//26"%"Jacket_Good"%"Low"%4,45%4%"Standard"%"Yes"%"72.46 USD"
"2023//05//12"%"Jacket_Good"%"Low"%5%18%"Standard"%"Yes"%"66.93 USD"
"2023//04//07"%"Dress_New"%"Low"%4,45%11%"Standard"%"No"%"134.23 USD"
"2023//04//14"%"Shoes_VeryGood"%"Low"%4,21%15%"Economy"%"No"%"104.55 USD"
"2023//11//04"%"Dress_Good"%"Premium"%3,87%9%"Economy"%"No"%"115.35 USD"
"2023//08//18"%"Jacket_Good"%"Low"%4,51%10%"Express"%"Yes"%"85.69 USD"
"2023//02//20"%"Jacket_Good"%"Low"%3,7%7%"Economy"%"No"%"69.63 USD"
"2023//01//18"%"Jacket_Good"%"Mid"%5%17%"Standard"%"Yes"%"119.56 USD"
"2023//03//20"%"Jacket_New"%"Low"%4,63%1%"Economy"%"No"%"116.14 USD"
"2023//02//08"%"Jacket_VeryGood"%"Low"%4,73%7%"Standard"%"No"%"120.67 USD"
"2023//09//28"%"Jacket_VeryGood"%"Mid"%4,7%7%"Economy"%"Yes"%"118.09 USD"
"2023//05//09"%"Jacket_VeryGood"%"Low"%4,64%8%"Express"%"No"%"106.2 USD"
"2023//08//02"%"Jacket_Fair"%"Premium"%4,03%7%"Express"%"Yes"%"113.14 USD"
"2023//03//15"%"Dress_Good"%"Low"%4,87%4%"Express"%"No"%"111.89 USD"
"2023//01//19"%"Shoes_Good"%"Low"%4,17%6%"Standard"%"No"%"100.39 USD"
"2023//01//12"%"Dress_Fair"%"Low"%4,28%7%"Standard"%"No"%"88.42 USD"
"2023//08//29"%"Shoes_VeryGood"%"Low"%4,57%12%"Standard"%"No"%"100.84 USD"
"2023//08//03"%"Jacket_VeryGood"%"Low"%4,69%4%"Economy"%"Yes"%"107.59 USD"
"2023//10//09"%"Dress_Good"%"Low"%4,29%2%"Standard"%"Yes"%"68.06 USD"
"2023//01//22"%"Jacket_Fair"%"Low"%4,2%8%"Economy"%"No"%"91.38 USD"
"2023//11//04"%"Dress_Good"%"Mid"%3,81%5%"Standard"%"Yes"%"60.23 USD"
"2023//10//04"%"Jacket_VeryGood"%"Mid"%4,59%6%"Express"%"No"%"158.55 USD"
"2023//01//15"%"Accessories_Good"%"Mid"%4,86%5%"Standard"%"No"%"39.78 USD"
"2023//02//20"%"Shoes_VeryGood"%"Mid"%4,46%10%"Standard"%"No"%"118.39 USD"
"2023//10//07"%"Jacket_VeryGood"%"Premium"%4,5%11%"Standard"%"No"%"176.7 USD"
"2023//07//15"%"Jacket_Good"%"Mid"%4,29%18%"Express"%"Yes"%"106.39 USD"
"2023//12//14"%"Dress_VeryGood"%"Low"%4,2%10%"Economy"%"No"%"81.92 USD"
"2023//09//29"%"Jacket_Fair"%"Mid"%5%19%"Standard"%"Yes"%"72.44 USD"
"2023//01//13"%"Shoes_VeryGood"%"Mid"%4,24%4%"Standard"%"No"%"107.17 USD"
"2023//11//01"%"Shoes_Good"%"Low"%3,62%22%"Economy"%"No"%"78.67 USD"
"2023//11//13"%"Shoes_Good"%"Mid"%4,04%15%"Economy"%"No"%"90.35 USD"
"2023//02//21"%"Shoes_Fair"%"Mid"%4,16%15%"Standard"%"Yes"%"47.98 USD"
"2023//10//25"%"Dress_VeryGood"%"Low"%4,24%29%"Economy"%"No"%"81 USD"
"2023//05//26"%"Accessories_VeryGood"%"Premium"%4,62%16%"Express"%"No"%"93.12 USD"
"2023//01//30"%"Shoes_Fair"%"Low"%4,13%3%"Standard"%"No"%"69.77 USD"
"2023//12//28"%"Accessories_New"%"Premium"%4,26%18%"Economy"%"No"%"90.59 USD"
"2023//07//18"%"Dress_Fair"%"Premium"%4,64%13%"Express"%"Yes"%"102.35 USD"
"2023//11//14"%"Jacket_Fair"%"Low"%4,42%18%"Economy"%"No"%"21.39 USD"
"2023//11//11"%"Jacket_VeryGood"%"Low"%4,6%12%"Standard"%"Yes"%"93.36 USD"
"2023//03//16"%"Jacket_VeryGood"%"Premium"%4,51%11%"Express"%"No"%"209.76 USD"
"2023//07//02"%"Dress_New"%"Low"%4,64%9%"Standard"%"No"%"110.27 USD"
"2023//08//27"%"Dress_Good"%"Low"%3,97%34%"Standard"%"Yes"%"46.11 USD"
"2023//02//01"%"Dress_Good"%"Mid"%3,95%4%"Standard"%"No"%"104.3 USD"
"2023//02//17"%"Shoes_VeryGood"%"Mid"%4,07%12%"Standard"%"Yes"%"114.67 USD"
"2023//04//13"%"Dress_Fair"%"Mid"%4,65%4%"Standard"%"No"%"60.82 USD"
"2023//01//29"%"Shoes_Fair"%"Mid"%3,1%21%"Economy"%"Yes"%"69.13 USD"
"2023//05//10"%"Accessories_Fair"%"Mid"%4,57%7%"Standard"%"No"%"22.64 USD"
"2023//09//09"%"Shoes_VeryGood"%"Premium"%4,73%11%"Express"%"No"%"162.91 USD"
"2023//08//09"%"Shoes_Good"%"Mid"%4,19%7%"Economy"%"No"%"95.77 USD"
"2023//10//12"%"Shoes_VeryGood"%"Low"%4,93%17%"Standard"%"No"%"98.45 USD"
"2023//02//15"%"Shoes_VeryGood"%"Low"%4,34%9%"Economy"%"No"%"96.65 USD"
"2023//02//02"%"Jacket_VeryGood"%"Low"%4,45%15%"Standard"%"Yes"%"117.7 USD"
"2023//06//22"%"Jacket_Fair"%"Mid"%4,56%5%"Standard"%"Yes"%"86.05 USD"
"2023//01//03"%"Jacket_VeryGood"%"Low"%3,98%8%"Economy"%"No"%"116.98 USD"
"2023//01//16"%"Shoes_Fair"%"Mid"%4,08%15%"Standard"%"No"%"86.38 USD"
"2023//07//20"%"Jacket_Good"%"Low"%3,6%6%"Express"%"No"%"41.16 USD"
"2023//11//16"%"Dress_VeryGood"%"Mid"%3,43%24%"Express"%"Yes"%"66.31 USD"
"2023//03//24"%"Shoes_VeryGood"%"Low"%4,58%7%"Standard"%"No"%"78.68 USD"
"2023//04//25"%"Shoes_VeryGood"%"Premium"%4,08%12%"Standard"%"Yes"%"157.1 USD"
"2023//09//07"%"Accessories_VeryGood"%"Premium"%3,98%20%"Standard"%"Yes"%"34.05 USD"
"2023//02//21"%"Shoes_VeryGood"%"Low"%4,25%9%"Standard"%"Yes"%"100.85 USD"
"2023//03//13"%"Jacket_Good"%"Low"%3,89%19%"Standard"%"Yes"%"49.05 USD"
"2023//04//10"%"Dress_VeryGood"%"Low"%4,33%3%"Economy"%"Yes"%"49.23 USD"
"2023//04//06"%"Shoes_Good"%"Mid"%3,64%5%"Express"%"Yes"%"112.02 USD"
"2023//07//02"%"Dress_Fair"%"Low"%4,01%7%"Standard"%"No"%"63.63 USD"
"2023//03//12"%"Shoes_Fair"%"Premium"%4,3%5%"Standard"%"No"%"113.06 USD"
"2023//06//10"%"Jacket_Good"%"Premium"%4,42%6%"Economy"%"Yes"%"151.31 USD"
