no,location,nop,income,expend,alcohol,price
20142081,500t+,2,1995,1777,181,1.0294
11709081,200t-500t,3,2146,2526,55,1.0294
12410084,wies,1,2154,679,0,1.0294
10080081,500t+,2,795,507,0,1.0294
20039084,200t-500t,2,2569,2487,0,1.0294
20022081,100t-200t,1,748,689,0,1.0294
21200084,200t-500t,1,1035,1055,0,1.0294
11261081,20t-100t,2,1439,1283,0,1.0294
11224084,200t-500t,4,2599,1959,0,1.0294
22138081,wies,2,1028,951,0,1.0294
12440084,wies,2,1907,1707,0,1.0294
12451081,wies,1,905,661,0,1.0294
21275081,20t-100t,1,1075,911,0,1.0294
21284081,20t-100t,2,1841,2556,103,1.0294
21062084,-20t,2,1989,1348,0,1.0294
10168081,500t+,2,1707,2651,0,1.0294
11210081,200t-500t,1,1793,1589,123,1.0294
20034081,200t-500t,3,1858,3462,541,1.0294
21262081,20t-100t,2,1610,2069,29,1.0294
10106081,500t+,2,2143,2422,0,1.0294
12203081,wies,1,792,635,0,1.0294
21079084,-20t,2,1554,2733,0,1.0294
12312081,wies,3,2647,3329,0,1.0294
21266084,20t-100t,2,1194,1178,0,1.0294
21291084,-20t,3,1424,1330,0,1.0294
11174081,20t-100t,1,738,713,0,1.0294
11664081,20t-100t,1,798,904,0,1.0294
21170084,200t-500t,2,2154,2637,0,1.0294
21001081,20t-100t,2,1358,1043,0,1.0294
11076084,20t-100t,2,1450,1076,0,1.0294
10208081,500t+,2,2949,2612,0,1.0294
12047084,wies,1,712,626,0,1.0294
12461081,wies,1,735,697,0,1.0294
12554084,wies,2,-146,2106,0,1.0294
11292084,100t-200t,2,1720,1467,0,1.0294
22216084,wies,2,1639,1227,0,1.0294
12148084,wies,2,1809,1765,0,1.0294
21202084,200t-500t,1,954,1442,0,1.0294
11107081,20t-100t,1,1085,1063,0,1.0294
22058081,wies,2,1476,1184,0,1.0294
21059081,20t-100t,3,1452,1376,0,1.0294
10220081,100t-200t,1,816,680,0,1.0294
10334081,500t+,2,2129,2283,136,1.0294
20019081,500t+,2,866,1024,0,1.0294
20049084,200t-500t,2,1461,1372,0,1.0294
11246081,200t-500t,1,655,531,0,1.0294
22124081,wies,1,609,1041,17,1.0294
21118084,-20t,1,612,1903,0,1.0294
10279084,200t-500t,1,1170,1300,0,1.0294
22043084,wies,3,2993,4463,0,1.0294
12447084,wies,2,1711,1247,66,1.0294
22095084,wies,2,1216,1254,152,1.0294
21109084,20t-100t,1,693,726,0,1.0294
21074081,-20t,2,1077,707,0,1.0294
11110084,20t-100t,2,3085,3222,0,1.0294
20146081,500t+,1,743,1395,0,1.0294
22060081,wies,2,1432,830,0,1.0294
21135084,-20t,2,1984,1671,0,1.0294
21178081,20t-100t,3,2382,2303,164,1.0294
12300084,wies,2,1626,1551,0,1.0294
12169084,wies,3,3042,3187,0,1.0294
11729084,-20t,1,1058,1107,0,1.0294
11243081,200t-500t,2,2247,1320,0,1.0294
11393081,-20t,1,1066,2335,0,1.0294
12442084,wies,3,2672,3117,373,1.0294
11389084,-20t,2,913,800,0,1.0294
11687081,-20t,2,1480,1469,33,1.0294
22021081,wies,1,764,988,0,1.0294
21071084,20t-100t,3,2500,1854,97,1.0294
20123081,500t+,1,2774,2662,0,1.0294
22011081,wies,3,2192,1480,48,1.0294
12454084,wies,2,1305,1010,0,1.0294
21004084,20t-100t,1,656,867,0,1.0294
10164084,500t+,1,1290,1205,0,1.0294
20149084,500t+,2,2692,2972,0,1.0294
22209081,wies,1,1677,3145,0,1.0294
20143084,500t+,2,2016,1266,67,1.0294
22183081,wies,1,769,708,0,1.0294
11210084,200t-500t,3,5194,3099,0,1.0294
21018081,-20t,2,2680,1422,35,1.0294
22054081,wies,2,779,682,0,1.0294
11765084,100t-200t,2,1181,906,0,1.0294
12078084,wies,2,1303,813,0,1.0294
21078081,20t-100t,2,2639,3157,189,1.0294
21270084,-20t,3,1474,3851,0,1.0294
21146081,20t-100t,1,1368,1017,123,1.0294
11539084,20t-100t,2,2112,2484,0,1.0294
11551081,20t-100t,2,1210,1345,0,1.0294
21050084,20t-100t,2,2838,2175,0,1.0294
11407081,20t-100t,2,2711,1778,0,1.0294
22120084,wies,1,1298,1155,0,1.0294
21240084,200t-500t,1,762,765,0,1.0294
22198081,wies,6,2640,2100,0,1.0294
10042081,200t-500t,3,2861,1951,76,1.0294
11659084,20t-100t,1,1085,797,0,1.0294
12101081,wies,3,1920,4585,0,1.0294
11171084,20t-100t,1,1061,1184,0,1.0294
11044081,20t-100t,3,4743,2729,0,1.0294
21049084,20t-100t,2,1501,1285,0,1.0294
12285084,wies,4,1938,1307,0,1.0294
11472081,20t-100t,2,3307,2968,0,1.0294
12479084,wies,2,1164,595,0,1.0294
11560081,20t-100t,5,2122,1881,0,1.0294
20096084,500t+,3,3167,2205,127,1.0294
21148081,20t-100t,2,669,919,49,1.0294
12123081,wies,2,2371,2567,113,1.0294
20131081,200t-500t,3,1525,1357,0,1.0294
21080081,20t-100t,3,1788,1877,0,1.0294
21195081,100t-200t,1,744,1106,0,1.0294
21170081,200t-500t,1,977,993,0,1.0294
10208084,500t+,1,1223,1064,0,1.0294
12210081,wies,2,1078,1163,128,1.0294
21152084,-20t,2,2522,3211,0,1.0294
20007081,200t-500t,2,2044,1466,0,1.0294
22153084,wies,3,1471,1497,0,1.0294
21116081,20t-100t,1,637,779,0,1.0294
20042084,200t-500t,2,1738,1646,0,1.0294
21221084,100t-200t,2,1395,1412,0,1.0294
11486081,-20t,3,1502,1091,0,1.0294
11664084,20t-100t,5,1388,1103,0,1.0294
20090081,500t+,2,2461,2636,0,1.0294
10020084,500t+,1,633,685,0,1.0294
20100081,500t+,1,1194,1772,0,1.0294
22033084,wies,5,4134,3362,98,1.0294
21164081,20t-100t,2,805,955,70,1.0294
21254081,20t-100t,1,909,854,0,1.0294
20107081,500t+,1,732,595,0,1.0294
11311081,20t-100t,3,2411,2218,0,1.0294
22148081,wies,1,1726,1754,0,1.0294
12147081,wies,3,1084,1143,25,1.0294
20144084,500t+,2,2352,2023,0,1.0294
12067081,wies,3,2114,957,216,1.0294
11751084,20t-100t,2,1056,1932,0,1.0294
22045084,wies,7,2660,1341,0,1.0294
22160081,wies,1,740,690,0,1.0294
22016081,wies,2,1580,1746,0,1.0294
10174081,500t+,4,2199,2107,0,1.0294
21099084,20t-100t,2,2747,2625,242,1.0294
20078081,500t+,1,1213,1207,0,1.0294
22176081,wies,2,1746,1796,0,1.0294
10109081,500t+,1,740,725,0,1.0294
10343084,500t+,1,1120,1012,0,1.0294
22200084,wies,2,1498,6939,0,1.0294
21218081,200t-500t,2,1325,1885,111,1.0294
22170081,wies,2,1265,1245,0,1.0294
11471084,20t-100t,2,1566,1576,0,1.0294
22210084,wies,2,981,1163,0,1.0294
21092081,-20t,2,2141,3818,177,1.0294
22056084,wies,2,1565,1323,0,1.0294
22087082,wies,2,707,874,53,1.0294
21145084,-20t,2,1928,1858,0,1.0294
12294082,wies,1,514,1192,0,1.0294
10154084,500t+,1,1082,1057,0,1.0294
21248084,20t-100t,2,2087,1975,0,1.0294
21190081,20t-100t,2,1127,675,0,1.0294
11153084,20t-100t,7,2741,3533,0,1.0294
22106084,wies,1,1052,1166,0,1.0294
21183081,-20t,4,2310,2232,0,1.0294
20109084,500t+,2,1485,1061,0,1.0294
11570081,-20t,2,1424,1754,0,1.0294
11678081,-20t,1,1231,856,0,1.0294
22178081,wies,1,837,1405,0,1.0294
10054084,200t-500t,1,1046,625,0,1.0294
12551084,wies,2,1627,864,0,1.0294
20102081,500t+,1,711,755,0,1.0294
11331082,200t-500t,2,1190,1679,0,1.0294
11487081,20t-100t,2,1018,1167,131,1.0294
20116081,500t+,1,2595,1962,0,1.0294
21032084,-20t,2,1628,1260,0,1.0294
20069081,500t+,1,871,857,0,1.0294
22170084,wies,2,387,1160,0,1.0294
22123084,wies,2,1765,1535,0,1.0294
20118082,500t+,1,1572,840,0,1.0294
12003081,wies,2,1477,2268,0,1.0294
11541081,20t-100t,2,2134,2071,0,1.0294
20009081,500t+,2,4512,2906,0,1.0294
10079081,500t+,5,2707,1838,0,1.0294
11198084,-20t,4,2100,1077,0,1.0294
12230084,wies,2,1156,694,0,1.0294
22093084,wies,2,879,1025,0,1.0294
20091081,500t+,1,1000,1054,0,1.0294
12428081,wies,3,1908,1319,0,1.0294
22045081,wies,2,1053,1456,0,1.0294
11753084,20t-100t,2,1836,1335,172,1.0294
20108084,500t+,1,1134,919,0,1.0294
11222081,200t-500t,2,1816,1313,79,1.0294
11566081,20t-100t,1,470,655,0,1.0294
11686084,-20t,2,1417,1130,0,1.0294
21035081,-20t,3,1859,4252,0,1.0294
12507081,wies,2,540,475,0,1.0294
12108084,wies,2,2850,3215,0,1.0294
12252081,wies,3,868,1072,0,1.0294
21087084,20t-100t,3,2145,1614,16,1.0294
12434081,wies,2,1772,1013,0,1.0294
10170081,500t+,2,2385,2422,0,1.0294
12574081,wies,2,672,1120,0,1.0294
22196084,wies,3,1946,2128,53,1.0294
11343081,100t-200t,3,2110,2077,0,1.0294
21212084,100t-200t,3,2500,2300,0,1.0294
10091084,500t+,3,1536,1314,15,1.0294
20060084,500t+,1,1337,1151,0,1.0294
21290084,-20t,2,3525,2814,0,1.0294
20098081,500t+,1,1829,1341,0,1.0294
21108081,-20t,1,1329,1333,0,1.0294
11488084,-20t,2,1997,1398,0,1.0294
21002081,20t-100t,2,3201,2395,0,1.0294
11717084,20t-100t,1,786,1022,0,1.0294
10167084,500t+,2,2207,1124,0,1.0294
11073081,-20t,2,1831,4319,124,1.0294
22082081,wies,2,1408,601,0,1.0294
21274081,-20t,1,829,919,0,1.0294
11765081,100t-200t,1,953,1172,0,1.0294
21237084,200t-500t,2,2230,1529,0,1.0294
11275081,20t-100t,4,3273,3171,326,1.0294
12223081,wies,1,984,636,0,1.0294
21271081,-20t,1,1000,638,0,1.0294
10084084,500t+,2,1452,1502,0,1.0294
20100084,500t+,2,2546,3009,0,1.0294
22218084,wies,3,841,862,0,1.0294
22046084,wies,2,1923,1416,0,1.0294
21133081,-20t,1,2280,2060,0,1.0294
11156084,20t-100t,2,1562,1022,0,1.0294
11265081,100t-200t,2,2100,1678,28,1.0294
21002084,20t-100t,2,759,506,0,1.0294
22027084,wies,3,2225,1967,0,1.0294
12247081,wies,2,1556,1265,0,1.0294
21233084,100t-200t,2,2735,4234,172,1.0294
12099084,wies,2,1763,1180,0,1.0294
11287081,20t-100t,3,1970,2481,255,1.0294
20075081,500t+,2,855,850,0,1.0294
11338084,200t-500t,2,1442,1252,0,1.0294
11213081,200t-500t,1,1346,1780,0,1.0294
21151081,20t-100t,3,1121,906,0,1.0294
22169084,wies,1,522,367,0,1.0294
11565084,20t-100t,2,1777,1662,0,1.0294
12007084,wies,2,1062,1067,0,1.0294
11369081,-20t,1,580,722,0,1.0294
20138084,200t-500t,1,1319,1319,0,1.0294
10043081,200t-500t,1,924,833,0,1.0294
21003084,20t-100t,2,1978,2021,0,1.0294
12161081,wies,2,1546,1282,0,1.0294
20124084,500t+,1,747,537,0,1.0294
21220084,100t-200t,4,2149,1744,0,1.0294
12101084,wies,3,2663,2177,0,1.0294
12079084,wies,2,1152,1422,0,1.0294
22166081,wies,5,1969,4140,87,1.0294
11254081,20t-100t,2,1488,1424,0,1.0294
11217081,100t-200t,1,886,546,0,1.0294
20075084,500t+,1,1326,1613,0,1.0294
11496081,20t-100t,2,1179,1290,0,1.0294
21053084,20t-100t,7,2584,2185,0,1.0294
11298081,100t-200t,3,2700,2728,0,1.0294
10192084,500t+,1,862,1050,0,1.0294
21020084,20t-100t,3,2307,1628,96,1.0294
20125081,500t+,1,751,741,16,1.0294
22205081,wies,2,1396,1260,0,1.0294
11604081,-20t,2,2628,2405,0,1.0294
20149081,500t+,2,2560,1666,0,1.0294
10152084,500t+,1,1838,1582,0,1.0294
11753081,20t-100t,2,1544,1514,0,1.0294
20083081,500t+,2,2173,5284,0,1.0294
12460081,wies,1,995,798,0,1.0294
21121081,20t-100t,1,920,1796,0,1.0294
22126084,wies,1,731,1114,0,1.0294
21124081,100t-200t,3,2129,987,0,1.0294
21045084,200t-500t,2,762,858,0,1.0294
20005081,200t-500t,2,2940,2807,0,1.0294
11059081,-20t,3,1898,2440,0,1.0294
12131081,wies,1,687,672,0,1.0294
10302081,200t-500t,2,1341,2640,0,1.0294
12507084,wies,2,1331,1378,0,1.0294
21237081,200t-500t,3,2915,1565,99,1.0294
21004081,20t-100t,1,775,621,0,1.0294
10366084,200t-500t,2,1469,1622,0,1.0294
21286081,-20t,1,880,633,0,1.0294
22014081,wies,1,688,2050,0,1.0294
20120081,500t+,1,902,982,0,1.0294
11564084,20t-100t,2,1968,1559,0,1.0294
11134081,100t-200t,2,2543,2861,0,1.0294
21006081,20t-100t,2,1130,896,0,1.0294
12092081,wies,1,561,436,0,1.0294
11506084,100t-200t,4,2687,2396,0,1.0294
21039081,100t-200t,6,2611,1755,0,1.0294
21155081,-20t,4,1999,2873,170,1.0294
12150084,wies,1,530,507,0,1.0294
21015084,-20t,2,1883,2520,0,1.0294
10008084,500t+,1,950,1047,0,1.0294
20129084,200t-500t,1,890,726,0,1.0294
22001081,wies,4,1608,1702,19,1.0294
12327084,wies,3,954,962,0,1.0294
21005081,-20t,3,1433,885,0,1.0294
11202084,100t-200t,1,1147,1478,0,1.0294
21245084,20t-100t,2,1598,1928,0,1.0294
21293081,20t-100t,1,566,582,0,1.0294
21145081,-20t,1,1153,1767,0,1.0294
10279081,200t-500t,2,2736,2434,0,1.0294
21190084,20t-100t,1,851,1021,0,1.0240999
11311084,20t-100t,4,1600,1751,0,1.0240999
11199081,20t-100t,2,1205,883,150,1.0240999
11760084,20t-100t,5,1935,1011,121,1.0240999
10022084,500t+,1,872,774,0,1.0240999
12427084,wies,1,744,544,0,1.0240999
11237081,100t-200t,1,1077,817,0,1.0240999
21230081,100t-200t,2,1314,957,66,1.0240999
22073084,wies,3,2236,1525,0,1.0240999
22098081,wies,2,4770,4402,442,1.0240999
22081084,wies,3,880,773,0,1.0240999
22077084,wies,3,1002,1273,0,1.0240999
21061084,-20t,2,1426,910,0,1.0240999
22178084,wies,1,772,790,0,1.0240999
11551084,20t-100t,3,1825,1804,97,1.0240999
22164081,wies,2,1241,1780,0,1.0240999
20103084,500t+,1,1424,1363,0,1.0240999
11249081,100t-200t,3,1730,5900,172,1.0240999
12151084,wies,3,1273,2182,103,1.0240999
22152081,wies,5,1724,3228,0,1.0240999
12043081,wies,2,931,840,72,1.0240999
20108081,500t+,2,1332,1348,0,1.0240999
21212081,100t-200t,1,1000,1115,0,1.0240999
12577081,wies,3,1921,1216,0,1.0240999
22099084,wies,1,444,680,0,1.0240999
11525081,20t-100t,1,1307,1084,0,1.0240999
12093084,wies,1,587,543,0,1.0240999
12424084,wies,3,884,699,0,1.0240999
20034084,200t-500t,4,2159,2739,0,1.0240999
21256084,-20t,3,1454,1693,0,1.0240999
11758081,20t-100t,2,1640,1542,0,1.0240999
11280084,200t-500t,1,3611,1922,0,1.0240999
12597081,wies,4,588,794,0,1.0240999
20135084,200t-500t,3,2118,1783,229,1.0240999
10099084,500t+,1,2392,1408,0,1.0240999
21294081,-20t,2,826,537,0,1.0240999
22152084,wies,1,667,650,0,1.0240999
22117081,wies,2,636,648,0,1.0240999
12401084,wies,4,1296,1767,0,1.0240999
11518084,20t-100t,1,923,1140,0,1.0240999
12156084,wies,4,1692,1125,15,1.0240999
22084084,wies,1,1051,1675,0,1.0240999
21055084,-20t,3,2091,1223,229,1.0240999
22061085,wies,1,720,315,0,1.0240999
11321081,-20t,3,1867,2215,146,1.0240999
11723084,20t-100t,1,755,1478,0,1.0240999
22080084,wies,3,2244,1794,80,1.0240999
20031084,200t-500t,3,653,1152,0,1.0240999
20094081,500t+,3,1799,1283,86,1.0240999
22136084,wies,4,1891,2417,197,1.0240999
21120081,-20t,2,511,553,0,1.0240999
21041084,200t-500t,1,4788,871,0,1.0240999
22116081,wies,2,1800,886,0,1.0240999
21281081,20t-100t,2,2660,2684,81,1.0240999
22135084,wies,2,1233,1154,0,1.0240999
12244084,wies,5,1105,1245,0,1.0240999
21162084,20t-100t,1,1162,1098,163,1.0240999
20133084,200t-500t,1,1559,1459,0,1.0240999
21100081,20t-100t,3,1875,1165,0,1.0240999
11004081,-20t,2,1117,775,151,1.0240999
12108082,wies,4,2162,2132,0,1.0240999
21005084,-20t,1,1142,906,0,1.0240999
20037081,200t-500t,2,1053,795,0,1.0240999
11766081,100t-200t,2,1458,1606,0,1.0240999
22019084,wies,1,472,724,0,1.0240999
21283081,100t-200t,2,1422,1145,0,1.0240999
22101081,wies,5,1154,1128,0,1.0240999
22064084,wies,1,706,725,0,1.0240999
11717081,20t-100t,1,540,528,107,1.0240999
22078084,wies,6,1052,1933,0,1.0240999
21250085,-20t,2,1258,1398,0,1.0240999
22124084,wies,2,1156,1307,0,1.0240999
11014084,20t-100t,5,1618,2088,141,1.0240999
12357081,wies,2,4850,2220,352,1.0240999
21014084,-20t,2,1247,1890,0,1.0240999
10041081,200t-500t,2,1404,1441,0,1.0240999
22046081,wies,2,1119,766,47,1.0240999
12562081,wies,6,970,1339,0,1.0240999
12413084,wies,5,596,1057,83,1.0240999
21025081,100t-200t,1,2033,2112,151,1.0240999
11728084,-20t,1,1223,939,0,1.0240999
21056081,20t-100t,1,668,806,0,1.0240999
10086084,500t+,2,2024,3684,0,1.0240999
22034084,wies,5,2236,1701,123,1.0240999
21163081,-20t,3,1085,1134,0,1.0240999
21225084,20t-100t,1,440,513,0,1.0240999
12105081,wies,7,1740,1765,0,1.0240999
11237084,100t-200t,3,1185,1540,0,1.0240999
22221084,wies,4,1029,1061,0,1.0240999
21147084,20t-100t,2,1342,1486,0,1.0240999
21207081,200t-500t,2,1409,1444,46,1.0240999
11263084,20t-100t,2,915,1216,0,1.0240999
12580081,wies,4,1602,1065,0,1.0240999
22131081,wies,3,857,831,0,1.0240999
20114081,500t+,2,1940,1185,0,1.0240999
22184081,wies,2,1329,1292,0,1.0240999
20082081,500t+,1,872,1085,0,1.0240999
22076081,wies,4,2812,1853,0,1.0240999
20057081,100t-200t,1,3032,4612,299,1.0240999
11519084,20t-100t,2,1360,1417,0,1.0240999
20076081,500t+,1,1059,917,0,1.0240999
11763081,100t-200t,3,1298,1043,0,1.0240999
12537081,wies,2,654,666,0,1.0240999
21100084,20t-100t,1,686,861,0,1.0240999
12257084,wies,3,1733,1993,0,1.0240999
11746084,20t-100t,2,1273,1449,0,1.0240999
12125081,wies,2,1273,934,0,1.0240999
11224081,200t-500t,4,1506,2084,0,1.0240999
12077084,wies,4,2081,1632,0,1.0240999
12529084,wies,2,1667,1270,0,1.0240999
12063081,wies,2,768,1384,0,1.0240999
22158084,wies,4,739,998,0,1.0240999
20110081,500t+,4,2725,2748,115,1.0240999
20127081,500t+,2,1225,1176,0,1.0240999
21167084,20t-100t,2,1140,933,21,1.0240999
11369084,-20t,3,1452,1296,0,1.0240999
22003084,wies,1,756,2233,212,1.0240999
10120084,500t+,2,2574,2722,0,1.0240999
22151081,wies,1,712,534,0,1.0240999
20069084,500t+,1,865,837,0,1.0240999
11030081,20t-100t,2,1046,981,0,1.0240999
21016084,-20t,2,1863,2132,0,1.0240999
10034081,200t-500t,1,703,1335,0,1.0240999
11566084,20t-100t,1,1105,1006,0,1.0240999
11170081,20t-100t,1,450,432,70,1.0240999
22019081,wies,1,470,468,105,1.0240999
11525084,20t-100t,4,2075,1946,0,1.0240999
11739081,-20t,3,1026,1136,0,1.0240999
22141081,wies,1,501,1188,0,1.0240999
12429081,wies,3,854,928,0,1.0240999
11198081,-20t,1,617,944,0,1.0240999
12231084,wies,4,3331,3019,141,1.0240999
11724081,-20t,1,458,649,0,1.0240999
20117084,500t+,1,515,631,0,1.0240999
12208081,wies,3,1551,696,79,1.0240999
22109084,wies,4,1810,999,0,1.0240999
21183084,-20t,1,740,782,0,1.0240999
11076081,20t-100t,1,1024,935,0,1.0240999
10135084,500t+,3,1502,1697,0,1.0240999
22029084,wies,2,3467,2857,0,1.0240999
12329081,wies,4,1007,724,0,1.0240999
11686081,-20t,2,1121,611,88,1.0240999
12407084,wies,2,1421,1466,0,1.0240999
10319081,100t-200t,1,627,667,0,1.0240999
12434084,wies,1,749,1723,0,1.0240999
22104084,wies,1,633,431,0,1.0240999
12290084,wies,1,718,697,0,1.0240999
20145081,500t+,1,591,613,0,1.0240999
12105084,wies,2,735,686,0,1.0240999
12423081,wies,4,1077,970,81,1.0240999
12214081,wies,5,1876,1699,0,1.0240999
12407081,wies,2,988,861,133,1.0240999
12120081,wies,4,1253,1277,0,1.0240999
21141084,20t-100t,2,907,721,0,1.0240999
10115081,500t+,2,998,1182,0,1.0240999
10329081,500t+,1,637,716,0,1.0240999
22018081,wies,8,2455,3138,110,1.0240999
11408084,-20t,2,879,985,0,1.0240999
12277081,wies,3,1091,1130,0,1.0240999
21121084,20t-100t,2,1260,1058,0,1.0240999
22204081,wies,2,1514,1346,0,1.0240999
21051084,20t-100t,1,630,665,0,1.0240999
12146084,wies,3,1291,1277,180,1.0240999
21178084,20t-100t,1,760,1237,0,1.0240999
10084081,500t+,1,490,362,77,1.0240999
11529084,-20t,2,1065,1184,0,1.0240999
21094081,-20t,2,1360,1749,224,1.0240999
12156081,wies,2,656,1078,0,1.0240999
20013084,500t+,2,1910,1263,119,1.0240999
21202081,200t-500t,2,1240,770,0,1.0240999
21027081,100t-200t,3,1164,1310,0,1.0240999
11769081,100t-200t,2,1128,857,111,1.0240999
12110081,wies,4,1976,1051,0,1.0240999
11258084,20t-100t,2,1104,1332,0,1.0240999
11396084,-20t,1,493,398,0,1.0240999
12339084,wies,4,286,1311,0,1.0240999
21081081,20t-100t,5,2263,1997,99,1.0240999
20117081,500t+,1,1109,1019,0,1.0240999
21267084,-20t,1,792,346,0,1.0240999
12182084,wies,7,1439,1268,0,1.0240999
11173084,20t-100t,3,1611,1606,0,1.0240999
21048084,-20t,1,424,1417,0,1.0240999
20012084,500t+,3,1232,1307,0,1.0240999
20096081,500t+,2,2452,2302,0,1.0240999
22004081,wies,3,1086,1223,0,1.0240999
11231081,100t-200t,2,1315,1202,77,1.0240999
10291084,200t-500t,2,1490,1574,0,1.0240999
21249084,20t-100t,1,887,885,0,1.0240999
22041084,wies,5,2010,2059,89,1.0240999
11396081,-20t,5,1803,2511,0,1.0240999
21077084,20t-100t,2,1449,1503,0,1.0240999
11422084,20t-100t,1,880,1023,0,1.0240999
20053081,100t-200t,2,1397,1279,326,1.0240999
21238081,200t-500t,3,1560,1374,0,1.0240999
20038084,200t-500t,2,828,740,0,1.0240999
21180084,-20t,1,1285,914,0,1.0240999
22147084,wies,2,1098,1224,0,1.0240999
11709084,200t-500t,3,1084,1144,0,1.0240999
22089081,wies,4,972,998,70,1.0240999
22181084,wies,2,1946,2910,0,1.0240999
21028084,100t-200t,4,1162,1320,0,1.0240999
12132084,wies,2,1495,2960,0,1.0240999
21029081,-20t,3,2121,1253,96,1.0240999
11756084,20t-100t,4,2098,1998,0,1.0240999
22028084,wies,3,2151,1938,0,1.0240999
21073084,20t-100t,4,2277,1591,0,1.0240999
11202081,100t-200t,1,926,1178,0,1.0240999
22128084,wies,1,-1754,305,0,1.0240999
11498081,20t-100t,2,1300,1857,0,1.0240999
21104084,20t-100t,2,1326,1294,118,1.0240999
20138081,200t-500t,2,1619,1742,0,1.0240999
20132081,200t-500t,3,1308,1305,0,1.0240999
21205081,200t-500t,3,1922,734,0,1.0240999
11129084,-20t,7,2094,2035,0,1.0240999
21089081,20t-100t,5,1522,1401,0,1.0240999
22177081,wies,1,614,680,0,1.0240999
11173081,20t-100t,1,647,779,0,1.0240999
22005084,wies,3,854,1554,0,1.0240999
21192084,20t-100t,3,1000,1025,0,1.0240999
11266084,100t-200t,3,1830,1659,81,1.0240999
22104081,wies,2,408,516,12,1.0240999
12427081,wies,3,1274,825,0,1.0240999
11716084,100t-200t,1,900,862,25,1.0240999
12306081,wies,1,470,664,0,1.0240999
21060081,20t-100t,1,932,955,0,1.0240999
20004084,200t-500t,4,4117,4071,0,1.0240999
22002081,wies,6,1284,1264,0,1.0240999
11150084,-20t,4,1219,1093,0,1.0240999
20054084,100t-200t,2,1885,2965,0,1.0240999
10196084,500t+,1,1122,1072,0,1.0240999
12116084,wies,9,3419,3930,0,1.0240999
22049084,wies,4,1405,3171,0,1.0240999
21118081,-20t,3,978,1044,0,1.0240999
12325084,wies,1,450,584,0,1.0240999
20024084,200t-500t,3,1622,1368,0,1.0240999
10132084,500t+,5,2806,3667,0,1.0240999
11111081,-20t,3,1982,2130,0,1.0240999
10058081,200t-500t,3,1951,1692,0,1.0240999
21023082,20t-100t,2,1538,1391,0,1.0240999
11254084,20t-100t,2,1337,1437,0,1.0240999
22223084,wies,1,870,1356,0,1.0240999
11670084,20t-100t,3,1235,1257,0,1.0240999
22041081,wies,2,2463,2507,0,1.0240999
11543081,20t-100t,2,1177,1525,0,1.0240999
12093081,wies,4,1988,1528,0,1.0240999
10114084,500t+,1,1810,2826,0,1.0240999
20026084,200t-500t,2,1535,1812,0,1.0240999
21154084,20t-100t,1,512,922,0,1.0240999
11490084,20t-100t,3,1234,787,0,1.0240999
11082084,20t-100t,4,1443,1407,0,1.0240999
21031081,-20t,3,3040,3068,55,1.0240999
10154081,500t+,3,2045,1583,0,1.0240999
10057081,200t-500t,1,935,832,0,1.0240999
11258081,20t-100t,1,1120,2210,0,1.0240999
12052081,wies,3,1816,992,0,1.0240999
22183084,wies,3,1449,1751,0,1.0240999
20130081,200t-500t,4,1347,1506,0,1.0240999
21066084,100t-200t,3,827,1546,0,1.0240999
11289081,100t-200t,4,1848,1470,96,1.0240999
21177081,20t-100t,2,1030,900,0,1.0240999
12537084,wies,3,1217,1297,0,1.0240999
11083081,20t-100t,2,1493,1470,0,1.0240999
12492084,wies,4,1042,1692,0,1.0240999
20147081,500t+,1,514,705,0,1.0240999
12309081,wies,2,527,596,134,1.0240999
21165084,20t-100t,3,1645,1062,0,1.0240999
21250081,-20t,4,1432,1138,0,1.0240999
22134084,wies,2,1839,2148,0,1.0240999
21274084,-20t,1,860,957,0,1.0240999
